Test point,Assigned cluster,RMSE,MAPE,R2-score,WD origin,Wasserstein distance,WD ratio,mse,staDRE
418,2,135.0427377374474,8.035832643508911,-4.075192842004916,1009.6538572130465,404.6445682407116,0.4007755384183391,0.0556,0.7718122307908304
413,2,140.19426393624312,8.516296744346619,-5.1647076804168925,1009.6538572130465,400.7300272250865,0.39689842648769147,0.0556,0.7737507867561542
510,2,298.3487237068394,16.138416528701782,-17.99647919344369,1009.6538572130465,494.30188513524286,0.4895755922724519,0.0556,0.727412203863774
582,2,662.0618362358609,29.103729128837585,-26.16285468232164,1009.6538572130465,559.8935770297738,0.5545401258360477,0.0556,0.6949299370819761
175,2,29.738688394116238,1.810658536851406,-0.24644150012938115,1009.6538572130465,179.36218054539907,0.1776471998438094,0.0556,0.8833764000780953
342,2,64.58663634026779,4.44820262491703,0.6119823209052502,1009.6538572130465,234.02564001805536,0.23178799184112236,0.0556,0.8563060040794388
141,2,27.269175091231673,1.6214005649089813,0.650557591257019,1009.6538572130465,120.828254764149,0.11967294920030508,0.0556,0.9123635253998474
640,2,1016.980088300651,38.886791467666626,-97.12407079088797,1009.6538572130465,573.4879105258684,0.5680044764141945,0.0556,0.6881977617929027
640,2,1016.980088300651,38.886791467666626,-97.12407079088797,1009.6538572130465,573.4879105258684,0.5680044764141945,0.0556,0.6881977617929027
78,2,30.328646231352998,2.1565020084381104,0.2508313144444023,1009.6538572130465,178.9548074985241,0.1772437219152454,0.0556,0.8835781390423773
485,2,251.3057773908113,14.077921211719513,-8.023000044417117,1009.6538572130465,467.38539343602423,0.4629164639910859,0.0556,0.740741768004457
358,2,73.6907137233892,4.955334961414337,-0.3179255512232264,1009.6538572130465,303.439309451649,0.3005379589092388,0.0556,0.8219310205453806
598,2,765.0325156488449,32.445770502090454,-74.39954072572921,1009.6538572130465,566.6996805453989,0.5612811524433368,0.0556,0.6915594237783316
263,2,79.34677155530652,5.15272319316864,-0.6355077236642463,1009.6538572130465,316.2054129672741,0.3131819986704134,0.0556,0.8156090006647932
329,2,63.58047312264985,4.487188905477524,0.5797030238418213,1009.6538572130465,203.65465368993026,0.20170739925867207,0.0556,0.871346300370664
