Date,Open,High,Low,Close,Volume,Name
2010-01-04,1091.1,1091.1,1021.85,1075.5,17520006,RELIANCE
2010-01-05,1149.9,1149.9,1065.4,1070.7,4890040,RELIANCE
2010-01-06,1079.9,1094.5,1070.65,1088.0,5415538,RELIANCE
2010-01-07,1088.0,1115.0,1078.0,1106.05,5988404,RELIANCE
2010-01-08,1108.0,1113.8,1096.0,1103.15,3453926,RELIANCE
2010-01-11,1134.7,1149.7,1050.0,1081.5,43122135,RELIANCE
2010-01-12,1095.0,1137.3,1077.0,1084.35,7495359,RELIANCE
2010-01-13,1088.0,1092.0,1068.6,1088.6,3511078,RELIANCE
2010-01-14,1086.0,1124.8,1086.0,1121.7,5610718,RELIANCE
2010-01-15,1125.8,1138.9,1105.05,1110.75,4289733,RELIANCE
2010-01-18,1107.0,1116.45,1091.95,1099.5,3239525,RELIANCE
2010-01-19,1100.0,1106.05,1082.65,1085.0,2986363,RELIANCE
2010-01-20,1095.0,1097.1,1072.0,1077.5,4418747,RELIANCE
2010-01-21,1075.0,1077.0,1050.25,1054.05,4254235,RELIANCE
2010-01-22,1041.0,1071.0,1029.5,1053.85,9113512,RELIANCE
2010-01-25,1049.65,1054.4,1036.7,1042.05,3061478,RELIANCE
2010-01-27,1034.0,1050.0,1020.0,1027.55,5678803,RELIANCE
2010-01-28,1040.0,1046.45,1025.0,1037.15,7594324,RELIANCE
2010-01-29,1032.9,1051.8,1018.1,1046.2,5333541,RELIANCE
2010-02-01,1037.5,1055.0,1035.55,1045.4,2773369,RELIANCE
2010-02-02,1052.0,1056.35,1024.1,1027.3,3942831,RELIANCE
2010-02-03,1031.1,1048.4,1031.1,1033.95,3440695,RELIANCE
2010-02-04,1038.0,1038.0,1014.0,1019.15,2737193,RELIANCE
2010-02-05,975.0,1007.75,975.0,981.7,6830723,RELIANCE
2010-02-06,990.0,997.5,985.4,993.75,647435,RELIANCE
2010-02-08,985.0,1004.35,975.0,994.35,5919146,RELIANCE
2010-02-09,993.75,998.0,982.7,993.25,3266918,RELIANCE
2010-02-10,999.9,999.9,982.0,985.1,4174214,RELIANCE
2010-02-11,989.25,1019.8,988.5,1015.15,5360299,RELIANCE
2010-02-15,1027.0,1027.0,1007.6,1010.0,3085557,RELIANCE
2010-02-16,1010.1,1021.0,1005.0,1017.75,2301434,RELIANCE
2010-02-17,1025.0,1037.8,1022.05,1032.55,3572783,RELIANCE
2010-02-18,1030.0,1038.35,995.0,997.8,4533745,RELIANCE
2010-02-19,995.0,995.0,977.15,983.2,4058388,RELIANCE
2010-02-22,995.3,1000.0,970.0,977.95,2901188,RELIANCE
2010-02-23,974.0,983.0,970.0,975.35,2966309,RELIANCE
2010-02-24,970.0,985.7,966.65,978.8,2854453,RELIANCE
2010-02-25,980.1,985.0,959.15,963.1,4332580,RELIANCE
2010-02-26,969.0,995.0,966.25,978.95,5161233,RELIANCE
2010-03-02,985.0,999.0,979.4,983.2,4162636,RELIANCE
2010-03-03,988.0,1028.0,988.0,1024.8,6085791,RELIANCE
2010-03-04,1040.0,1040.0,1008.0,1014.0,4750237,RELIANCE
2010-03-05,1022.0,1026.0,1005.1,1009.8,2691454,RELIANCE
2010-03-08,1021.2,1027.0,1002.0,1004.1,2729580,RELIANCE
2010-03-09,1006.5,1011.8,988.05,990.35,3990953,RELIANCE
2010-03-10,995.0,1018.9,989.3,1008.75,5670503,RELIANCE
2010-03-11,1010.0,1020.0,1007.0,1016.45,3333605,RELIANCE
2010-03-12,1015.0,1033.0,1014.0,1021.6,5105006,RELIANCE
2010-03-15,1022.0,1031.95,1013.1,1028.05,4144602,RELIANCE
2010-03-16,1032.0,1071.8,1029.0,1067.95,7771535,RELIANCE
2010-03-17,1074.8,1082.5,1065.8,1069.7,4937276,RELIANCE
2010-03-18,1074.0,1081.6,1064.1,1076.95,3495591,RELIANCE
2010-03-19,1078.8,1096.5,1070.15,1092.05,4511717,RELIANCE
2010-03-22,1062.0,1099.0,1062.0,1073.95,4678751,RELIANCE
2010-03-23,1077.95,1093.95,1076.95,1091.4,4572931,RELIANCE
2010-03-25,1096.0,1097.0,1077.4,1091.45,5250073,RELIANCE
2010-03-26,1097.0,1111.0,1095.15,1100.45,4131759,RELIANCE
2010-03-29,1103.7,1109.95,1091.0,1093.3,4628760,RELIANCE
2010-03-30,1096.0,1105.7,1083.0,1088.15,4329090,RELIANCE
2010-03-31,1092.9,1095.0,1071.3,1074.25,4948302,RELIANCE
2010-04-01,1078.0,1098.5,1077.0,1092.05,2861856,RELIANCE
2010-04-05,1096.5,1129.65,1096.5,1125.9,4551762,RELIANCE
2010-04-06,1128.0,1133.0,1120.2,1123.2,2853138,RELIANCE
2010-04-07,1125.0,1149.7,1123.1,1129.7,4621626,RELIANCE
2010-04-08,1133.0,1136.5,1101.5,1106.55,3365528,RELIANCE
2010-04-09,1108.2,1131.0,1108.2,1124.7,3846259,RELIANCE
2010-04-12,1145.0,1145.0,1122.65,1127.35,2902957,RELIANCE
2010-04-13,1128.0,1134.0,1111.3,1120.9,3193600,RELIANCE
2010-04-15,1125.0,1134.9,1087.05,1090.7,5551581,RELIANCE
2010-04-16,1086.1,1095.0,1071.15,1084.25,4158779,RELIANCE
2010-04-19,1079.8,1079.8,1051.0,1061.8,3746293,RELIANCE
2010-04-20,1069.85,1079.75,1054.35,1063.2,3828437,RELIANCE
2010-04-21,1070.0,1073.7,1048.15,1054.1,4385951,RELIANCE
2010-04-22,1050.5,1093.9,1050.05,1075.75,5851352,RELIANCE
2010-04-23,1080.0,1096.0,1080.0,1088.2,5311168,RELIANCE
2010-04-26,1080.0,1097.8,1063.5,1071.25,3806402,RELIANCE
2010-04-27,1063.0,1068.0,1055.0,1061.25,3193352,RELIANCE
2010-04-28,1053.95,1053.95,1012.0,1017.25,9168538,RELIANCE
2010-04-29,1024.0,1039.9,1019.15,1035.05,5359600,RELIANCE
2010-04-30,1040.0,1047.2,1030.0,1033.6,3616419,RELIANCE
2010-05-03,1026.0,1032.6,1018.1,1023.75,2865346,RELIANCE
2010-05-04,1024.2,1039.0,1013.5,1021.15,3965640,RELIANCE
2010-05-05,1010.0,1023.55,1003.3,1020.65,3423392,RELIANCE
2010-05-06,1019.8,1023.3,1004.0,1007.85,5454783,RELIANCE
2010-05-07,976.0,1060.0,976.0,1032.8,16472546,RELIANCE
2010-05-10,1051.0,1082.0,1040.0,1079.4,8697783,RELIANCE
2010-05-11,1089.0,1089.0,1063.35,1067.8,6017564,RELIANCE
2010-05-12,1076.05,1089.45,1064.05,1082.95,3496020,RELIANCE
2010-05-13,1062.0,1093.4,1062.0,1071.8,2731043,RELIANCE
2010-05-14,1067.7,1071.0,1035.0,1043.65,4151458,RELIANCE
2010-05-17,1034.7,1034.7,1009.0,1016.55,4711513,RELIANCE
2010-05-18,1020.0,1033.45,1007.8,1020.6,3530511,RELIANCE
2010-05-19,1017.0,1017.75,995.1,998.65,5965445,RELIANCE
2010-05-20,1001.0,1013.0,993.75,999.95,4246454,RELIANCE
