date,close
2006-04-12,3867.800049
2006-04-13,3704.850098
2006-04-17,3859.199951
2006-04-18,3860.800049
2006-04-19,3782.149902
2006-04-20,3855.550049
2006-04-21,3809.0
2006-04-24,3716.050049
2006-04-25,3535.0
2006-04-26,3557.0
2006-04-27,3406.300049
2006-04-28,3438.550049
2006-05-02,3562.550049
2006-05-03,3598.149902
2006-05-04,3584.449951
2006-05-05,3552.649902
2006-05-08,3498.5
2006-05-09,3508.300049
2006-05-10,3512.550049
2006-05-11,3453.149902
2006-05-12,3393.449951
2006-05-15,3295.699951
2006-05-16,3222.600098
2006-05-17,3383.149902
2006-05-18,3228.25
2006-05-19,3127.100098
2006-05-22,2976.25
2006-05-23,2965.550049
2006-05-24,2890.199951
2006-05-25,2807.550049
2006-05-26,2947.949951
2006-05-29,2944.699951
2006-05-30,2821.699951
2006-05-31,2819.350098
2006-06-01,2775.0
2006-06-02,2744.699951
2006-06-05,2729.199951
2006-06-06,2660.850098
2006-06-07,2528.649902
2006-06-08,2402.949951
2006-06-09,2441.399902
2006-06-12,2368.5
2006-06-13,2204.199951
2006-06-14,2143.449951
2006-06-15,2222.300049
2006-06-16,2251.050049
2006-06-19,2304.199951
2006-06-20,2343.949951
2006-06-21,2418.149902
2006-06-22,2493.550049
2006-06-23,2479.300049
2006-06-26,2454.550049
2006-06-27,2374.800049
2006-06-28,2375.699951
2006-06-29,2421.0
2006-06-30,2411.949951
2006-07-03,2416.350098
2006-07-04,2440.399902
2006-07-05,2423.350098
2006-07-06,2438.899902
2006-07-07,2463.550049
2006-07-10,2476.050049
2006-07-11,2511.100098
2006-07-12,2532.899902
2006-07-13,2513.300049
2006-07-14,2517.949951
2006-07-17,2519.25
2006-07-18,2510.800049
2006-07-19,2502.949951
2006-07-20,2609.050049
2006-07-21,2615.899902
2006-07-24,2605.550049
2006-07-25,2608.550049
2006-07-26,2628.649902
2006-07-27,2794.100098
2006-07-28,2831.399902
2006-07-31,2940.600098
2006-08-01,2923.300049
2006-08-02,2940.800049
2006-08-03,3231.600098
2006-08-04,3250.25
2006-08-07,3240.600098
2006-08-08,3286.550049
2006-08-09,3615.25
2006-08-10,3446.100098
2006-08-11,3444.25
2006-08-14,3616.5
2006-08-16,3606.550049
2006-08-17,3499.899902
2006-08-18,3550.649902
2006-08-21,3517.0
2006-08-22,3655.25
2006-08-23,3628.800049
2006-08-24,3591.649902
2006-08-25,3640.399902
2006-08-28,3657.050049
2006-08-29,3631.949951
2006-08-30,3660.800049
2006-08-31,3716.699951
2006-09-01,3797.25
2006-09-04,3841.850098
2006-09-05,3866.949951
2006-09-06,3836.449951
2006-09-07,3856.649902
2006-09-08,3967.25
2006-09-11,3791.550049
2006-09-12,3871.25
2006-09-13,3916.649902
2006-09-14,3878.699951
2006-09-15,3857.5
2006-09-18,3850.050049
2006-09-19,3812.899902
2006-09-20,3854.199951
2006-09-21,3819.100098
2006-09-22,3800.449951
2006-09-25,3759.850098
2006-09-26,3799.25
2006-09-27,3851.199951
2006-09-28,3823.5
2006-09-29,3873.550049
2006-10-03,3913.949951
2006-10-04,3861.25
2006-10-05,4054.350098
2006-10-06,4257.100098
2006-10-09,4470.0
2006-10-10,4586.200195
2006-10-11,4436.549805
2006-10-12,4641.950195
2006-10-13,4567.700195
2006-10-16,4565.950195
2006-10-17,4506.649902
2006-10-18,4472.850098
2006-10-19,4330.700195
2006-10-20,4436.450195
2006-10-23,4441.100098
2006-10-26,4316.75
2006-10-27,4284.200195
2006-10-30,4192.100098
2006-10-31,4186.299805
2006-11-01,4277.799805
2006-11-02,4222.600098
2006-11-03,4212.799805
2006-11-06,4253.049805
2006-11-07,4229.049805
2006-11-08,4150.149902
2006-11-09,4150.450195
2006-11-10,4110.950195
2006-11-13,4522.049805
2006-11-14,4534.0
2006-11-15,4489.100098
2006-11-16,4443.850098
2006-11-17,4301.200195
2006-11-20,4415.5
2006-11-21,4383.350098
2006-11-22,4292.450195
2006-11-23,4315.75
2006-11-24,4286.0
2006-11-27,4482.149902
2006-11-28,4462.0
2006-11-29,4608.600098
2006-11-30,4579.899902
2006-12-01,4539.850098
2006-12-04,4546.799805
2006-12-05,4503.149902
2006-12-06,4369.0
2006-12-07,4378.25
2006-12-08,4313.299805
2006-12-11,4203.950195
2006-12-12,4013.850098
2006-12-13,4123.899902
2006-12-14,4307.200195
2006-12-15,4249.549805
2006-12-18,4363.399902
2006-12-19,4267.5
2006-12-20,4309.450195
2006-12-21,4333.700195
2006-12-22,4304.25
2006-12-26,4303.200195
2006-12-27,4309.200195
2006-12-28,4323.850098
2006-12-29,4293.200195
2007-01-02,4339.850098
2007-01-03,4331.049805
2007-01-04,4325.450195
2007-01-05,4284.899902
2007-01-08,4289.450195
2007-01-09,4246.350098
2007-01-10,4228.850098
2007-01-11,4239.5
2007-01-12,4233.799805
2007-01-15,4297.350098
2007-01-16,4257.350098
2007-01-17,4267.100098
2007-01-18,4225.700195
2007-01-19,4215.600098
2007-01-22,4284.0
2007-01-23,4235.549805
2007-01-24,4187.100098
2007-01-25,4193.799805
2007-01-29,4136.5
2007-01-31,4073.550049
2007-02-01,4083.899902
2007-02-02,4100.75
2007-02-05,4084.5
2007-02-06,4085.050049
2007-02-07,4080.149902
2007-02-08,4067.899902
2007-02-09,4008.550049
2007-02-12,3944.149902
2007-02-13,3905.550049
2007-02-14,3884.75
2007-02-15,3930.149902
2007-02-19,3855.5
2007-02-20,3845.649902
2007-02-21,3838.949951
2007-02-22,3805.300049
2007-02-23,3737.800049
2007-02-26,3739.100098
2007-02-27,3751.100098
2007-02-28,3708.850098
2007-03-01,3661.699951
2007-03-02,3683.699951
2007-03-05,3415.25
2007-03-06,3357.350098
2007-03-07,3276.850098
2007-03-08,3353.949951
2007-03-09,3282.5
2007-03-12,3332.050049
2007-03-13,3371.649902
2007-03-14,3314.350098
2007-03-15,3360.5
2007-03-16,3372.399902
2007-03-19,3438.0
2007-03-20,3556.550049
2007-03-21,3514.649902
2007-03-22,3451.0
2007-03-23,3424.800049
2007-03-26,3374.600098
2007-03-28,3304.5
2007-03-29,3338.550049
2007-03-30,3347.100098
2007-04-02,3285.050049
2007-04-03,3290.100098
2007-04-04,3238.300049
2007-04-05,3231.800049
2007-04-09,3245.199951
2007-04-10,3234.399902
2007-04-11,3249.199951
2007-04-12,3250.25
2007-04-13,3252.100098
2007-04-16,3257.899902
2007-04-17,3364.600098
2007-04-18,3385.350098
2007-04-19,3621.100098
2007-04-20,3643.050049
2007-04-23,3627.699951
2007-04-24,3643.300049
2007-04-25,3688.25
2007-04-26,3687.050049
2007-04-27,3664.350098
2007-04-30,3673.350098
2007-05-03,3765.550049
2007-05-04,3766.0
2007-05-07,3804.5
2007-05-08,3797.449951
2007-05-09,3760.350098
2007-05-10,3784.25
2007-05-11,3806.800049
2007-05-14,3835.899902
2007-05-15,3850.949951
2007-05-16,3854.5
2007-05-17,3904.600098
2007-05-18,3880.649902
2007-05-21,3862.350098
2007-05-22,3885.050049
2007-05-23,3854.199951
2007-05-24,3803.399902
2007-05-25,3807.100098
2007-05-28,3952.149902
2007-05-29,4063.699951
2007-05-30,4128.549805
2007-05-31,4141.899902
2007-06-01,4224.0
2007-06-04,4153.5
2007-06-05,4070.300049
2007-06-06,3970.0
2007-06-07,3933.649902
2007-06-08,3890.550049
2007-06-11,3892.800049
2007-06-12,3845.75
2007-06-13,3838.449951
2007-06-14,3893.100098
2007-06-15,3948.949951
2007-06-18,3906.649902
2007-06-19,3834.449951
2007-06-20,3825.550049
2007-06-21,3832.5
2007-06-22,3849.699951
2007-06-25,3813.449951
2007-06-26,3789.600098
2007-06-27,3934.850098
2007-06-28,4075.850098
2007-06-29,4037.199951
2007-07-02,4004.149902
2007-07-03,3979.75
2007-07-04,3998.399902
2007-07-05,4094.600098
2007-07-06,4082.100098
2007-07-09,4053.449951
2007-07-10,4002.050049
2007-07-11,3941.550049
2007-07-12,4028.350098
2007-07-13,4123.850098
2007-07-16,4237.549805
2007-07-17,4176.25
2007-07-18,4165.700195
2007-07-19,4193.0
2007-07-20,4155.25
2007-07-23,4123.600098
2007-07-24,4202.350098
2007-07-25,4164.950195
2007-07-26,4201.649902
2007-07-27,4102.75
2007-07-30,4123.100098
2007-07-31,4076.949951
2007-08-01,3951.0
2007-08-02,3977.449951
2007-08-03,3935.25
2007-08-06,3814.0
2007-08-07,3868.600098
2007-08-08,3856.649902
2007-08-09,3821.100098
2007-08-10,3796.350098
2007-08-13,3905.300049
2007-08-14,3965.850098
2007-08-16,3935.050049
2007-08-17,3903.75
2007-08-20,3921.649902
2007-08-21,3894.949951
2007-08-22,3830.550049
2007-08-23,3784.5
2007-08-24,3791.800049
2007-08-27,3783.699951
2007-08-28,3824.850098
2007-08-29,3810.100098
2007-08-30,3802.75
2007-08-31,3838.699951
2007-09-03,3886.25
2007-09-04,3899.600098
2007-09-05,3884.600098
2007-09-06,3851.800049
2007-09-07,3824.75
2007-09-10,3818.699951
2007-09-11,3833.850098
2007-09-12,3834.300049
2007-09-13,3830.100098
2007-09-14,3813.899902
2007-09-17,3765.550049
2007-09-18,3782.800049
2007-09-19,3805.149902
2007-09-20,3827.75
2007-09-21,3796.800049
2007-09-24,3760.550049
2007-09-25,3752.0
2007-09-26,3745.050049
2007-09-27,3732.100098
2007-09-28,3759.949951
2007-10-01,3753.75
2007-10-03,3727.25
2007-10-04,3697.850098
2007-10-05,3707.149902
2007-10-08,3711.0
2007-10-09,3714.850098
2007-10-10,3684.550049
2007-10-11,4342.75
2007-10-12,4062.850098
2007-10-15,4203.549805
2007-10-16,4468.0
2007-10-17,4395.149902
2007-10-18,4777.399902
2007-10-19,4660.25
2007-10-22,4616.25
2007-10-23,5159.350098
2007-10-24,5195.149902
2007-10-25,5482.700195
2007-10-26,5621.299805
2007-10-29,6745.600098
2007-10-30,7420.200195
2007-10-31,8152.700195
2007-11-01,8048.450195
2007-11-02,7878.399902
2007-11-05,7683.5
2007-11-06,7008.049805
2007-11-07,6475.75
2007-11-08,7123.350098
2007-11-12,7455.5
2007-11-13,7564.549805
2007-11-14,7625.950195
2007-11-15,7401.299805
2007-11-16,7255.850098
2007-11-19,7307.200195
2007-11-20,7252.299805
2007-11-21,6789.549805
2007-11-22,6617.5
2007-11-23,6676.0
2007-11-26,6774.25
2007-11-27,7366.549805
2007-11-28,7180.549805
2007-11-29,6976.600098
2007-11-30,7062.399902
2007-12-03,7258.0
2007-12-04,7279.600098
2007-12-05,7386.399902
2007-12-06,7378.649902
2007-12-07,7243.850098
2007-12-10,7286.600098
2007-12-11,7461.0
2007-12-12,7459.649902
2007-12-13,7930.350098
2007-12-14,7533.649902
2007-12-17,7153.950195
2007-12-18,7100.0
2007-12-19,7098.149902
2007-12-20,6953.75
2007-12-24,7042.799805
2007-12-26,7021.549805
2007-12-27,7150.149902
2007-12-28,7068.649902
2007-12-31,7196.100098
2008-01-01,7156.450195
2008-01-02,7061.649902
2008-01-03,7047.649902
2008-01-04,7039.25
2008-01-07,7000.0
2008-01-08,6890.950195
2008-01-09,6810.299805
2008-01-10,6616.600098
2008-01-11,6352.25
2008-01-14,6422.75
2008-01-15,6313.149902
2008-01-16,6268.700195
2008-01-17,6405.75
2008-01-18,6145.149902
2008-01-21,5160.700195
2008-01-22,4414.600098
2008-01-23,4908.700195
2008-01-24,4705.75
2008-01-25,5052.149902
2008-01-28,4987.149902
2008-01-29,5017.049805
2008-01-30,4800.0
2008-01-31,4875.899902
2008-02-01,4792.899902
2008-02-04,4995.0
2008-02-05,4985.149902
2008-02-06,4971.799805
2008-02-07,4866.5
2008-02-08,4687.200195
2008-02-11,4503.75
2008-02-12,4239.299805
2008-02-13,4263.600098
2008-02-14,4468.649902
2008-02-15,4566.899902
2008-02-18,4693.799805
2008-02-19,4684.0
2008-02-20,4640.950195
2008-02-21,4626.049805
2008-02-22,4591.200195
2008-02-25,4543.649902
2008-02-26,4656.049805
2008-02-27,4664.899902
2008-02-28,4636.25
2008-02-29,4598.75
2008-03-03,4486.049805
2008-03-04,4404.75
2008-03-05,4370.0
2008-03-07,4254.200195
2008-03-10,4119.25
2008-03-11,4380.850098
2008-03-12,4269.75
2008-03-13,4068.899902
2008-03-14,4066.100098
2008-03-17,3787.75
2008-03-18,3812.050049
2008-03-19,3751.800049
2008-03-24,3587.600098
2008-03-25,3730.050049
2008-03-26,3811.199951
2008-03-27,3806.800049
2008-03-28,4078.399902
2008-03-31,3989.050049
2008-04-01,3977.350098
2008-04-02,3918.949951
2008-04-03,3901.350098
2008-04-04,3900.75
2008-04-07,3906.5
2008-04-08,3962.899902
2008-04-09,4026.100098
2008-04-10,4030.199951
2008-04-11,4007.850098
2008-04-15,4013.050049
2008-04-16,4208.549805
2008-04-17,4248.350098
2008-04-21,4285.350098
2008-04-22,4278.149902
2008-04-23,4323.649902
2008-04-24,4372.850098
2008-04-25,4607.600098
2008-04-28,4576.049805
2008-04-29,4620.450195
2008-04-30,4546.850098
2008-05-02,4593.25
2008-05-05,4718.350098
2008-05-06,4649.600098
2008-05-07,4562.100098
2008-05-08,4492.450195
2008-05-09,4334.649902
2008-05-12,4194.700195
2008-05-13,4147.25
2008-05-14,4133.950195
2008-05-15,4191.100098
2008-05-16,4216.25
2008-05-20,4245.549805
2008-05-21,4367.149902
2008-05-22,4285.700195
2008-05-23,4189.399902
2008-05-26,4094.25
2008-05-27,4062.699951
2008-05-28,4041.100098
2008-05-29,4150.5
2008-05-30,4067.300049
2008-06-02,4010.850098
2008-06-03,4028.449951
2008-06-04,3973.0
2008-06-05,3958.850098
2008-06-06,3928.949951
2008-06-09,3898.399902
2008-06-10,3907.550049
2008-06-11,3903.550049
2008-06-12,3839.649902
2008-06-13,3917.5
2008-06-16,4006.199951
2008-06-17,4006.600098
2008-06-18,3951.949951
2008-06-19,3868.300049
2008-06-20,3778.600098
2008-06-23,3645.449951
2008-06-24,3548.899902
2008-06-25,3474.550049
2008-06-26,3541.050049
2008-06-27,3471.699951
2008-06-30,3417.300049
2008-07-01,3206.649902
2008-07-02,3251.300049
2008-07-03,3164.0
2008-07-04,3151.600098
2008-07-07,3281.850098
2008-07-08,3273.149902
2008-07-09,3352.449951
2008-07-10,3349.649902
2008-07-11,3306.399902
2008-07-14,3238.050049
2008-07-15,3201.600098
2008-07-16,3111.550049
2008-07-17,3166.149902
2008-07-18,3199.800049
2008-07-21,3203.199951
2008-07-22,3331.100098
2008-07-23,3562.699951
2008-07-24,3498.25
2008-07-25,3396.899902
2008-07-28,3476.800049
2008-07-29,3396.050049
2008-07-30,3393.199951
2008-07-31,3400.449951
2008-08-01,3345.100098
2008-08-04,3341.449951
2008-08-05,3350.699951
2008-08-06,3432.100098
2008-08-07,3388.800049
2008-08-08,3393.0
2008-08-11,3415.949951
2008-08-12,3367.5
2008-08-13,3531.649902
2008-08-14,3590.199951
2008-08-18,3566.399902
2008-08-19,3513.399902
2008-08-20,3678.350098
2008-08-21,3578.699951
2008-08-22,3538.550049
2008-08-25,3494.449951
2008-08-26,3454.300049
2008-08-27,3465.149902
2008-08-28,3489.350098
2008-08-29,3559.550049
2008-09-01,3539.649902
2008-09-02,3575.550049
2008-09-04,3554.300049
2008-09-05,3518.949951
2008-09-08,3538.350098
2008-09-09,3521.75
2008-09-10,3502.0
2008-09-11,3472.800049
2008-09-12,3440.649902
2008-09-15,3305.0
2008-09-16,3275.149902
2008-09-17,3239.600098
2008-09-18,3123.899902
2008-09-19,3224.600098
2008-09-22,3280.449951
2008-09-23,3212.399902
2008-09-24,3213.699951
2008-09-25,3126.399902
2008-09-26,3041.0
2008-09-29,2944.600098
2008-09-30,3081.399902
2008-10-01,2935.800049
2008-10-03,2864.100098
2008-10-06,2724.25
2008-10-07,2698.800049
2008-10-08,2534.550049
2008-10-10,2360.350098
2008-10-13,2472.149902
2008-10-14,2588.649902
2008-10-15,2482.100098
2008-10-16,2415.399902
2008-10-17,2394.899902
2008-10-20,2333.300049
2008-10-21,2347.300049
2008-10-22,2338.649902
2008-10-23,2263.399902
2008-10-24,2078.350098
2008-10-27,1891.75
2008-10-29,2040.449951
2008-10-31,2020.199951
2008-11-03,2130.149902
2008-11-04,2145.850098
2008-11-05,2100.800049
2008-11-06,2011.800049
2008-11-07,2026.650024
2008-11-10,2006.900024
2008-11-11,1985.800049
2008-11-12,1970.349976
2008-11-14,1912.699951
2008-11-17,1797.949951
2008-11-18,1743.349976
2008-11-19,1752.300049
2008-11-20,1705.0
2008-11-21,1707.400024
2008-11-24,1702.849976
2008-11-25,1688.099976
2008-11-26,1706.25
2008-11-27,1706.25
2008-11-28,1692.550049
2008-12-01,1688.75
2008-12-02,1711.599976
2008-12-03,1714.25
2008-12-04,1742.75
2008-12-05,1735.599976
2008-12-08,1762.449951
2008-12-10,1777.949951
2008-12-11,1801.550049
2008-12-12,1982.400024
2008-12-15,2085.5
2008-12-16,2057.949951
2008-12-17,2024.599976
2008-12-18,2010.699951
2008-12-19,2001.75
2008-12-22,1997.0
2008-12-23,1958.449951
2008-12-24,1917.75
2008-12-26,1873.599976
2008-12-29,1870.699951
2008-12-30,2016.650024
2008-12-31,2003.150024
2009-01-02,2042.0
2009-01-05,2057.75
2009-01-06,2032.150024
2009-01-07,1889.349976
2009-01-09,1830.900024
2009-01-12,1812.25
2009-01-13,1818.0
2009-01-14,1833.050049
2009-01-15,1801.699951
2009-01-16,1793.099976
2009-01-19,1818.25
2009-01-20,1796.75
2009-01-21,1798.599976
2009-01-22,1741.949951
2009-01-23,1653.150024
2009-01-27,1633.550049
2009-01-28,1658.400024
2009-01-29,1676.349976
2009-01-30,1688.0
2009-02-02,1654.449951
2009-02-03,1643.75
2009-02-04,1631.349976
2009-02-05,1640.199951
2009-02-06,1653.25
2009-02-09,1653.599976
2009-02-10,1673.349976
2009-02-11,1659.050049
2009-02-12,1693.150024
2009-02-13,1713.449951
2009-02-16,1672.599976
2009-02-17,1654.0
2009-02-18,1644.25
2009-02-19,1652.199951
2009-02-20,1632.900024
2009-02-24,1620.75
2009-02-25,1624.699951
2009-02-26,1639.150024
2009-02-27,1647.400024
2009-03-02,1641.25
2009-03-03,1614.900024
2009-03-04,1595.949951
2009-03-05,1541.75
2009-03-06,1535.800049
2009-03-09,1535.949951
2009-03-12,1529.699951
2009-03-13,1536.449951
2009-03-16,1552.75
2009-03-17,1595.849976
2009-03-18,1616.900024
2009-03-19,1632.75
2009-03-20,1603.849976
2009-03-23,1678.75
2009-03-24,1641.800049
2009-03-25,1637.849976
2009-03-26,1678.75
2009-03-27,1685.0
2009-03-30,1661.199951
2009-03-31,1738.75
2009-04-01,1820.75
2009-04-02,1926.0
2009-04-06,1990.949951
2009-04-08,2051.0
2009-04-09,2046.849976
2009-04-13,2240.850098
2009-04-15,2222.149902
2009-04-16,2093.449951
2009-04-17,2057.5
2009-04-20,2167.600098
2009-04-21,2264.199951
2009-04-22,2244.399902
2009-04-23,2229.399902
2009-04-24,2252.050049
2009-04-27,2241.949951
2009-04-28,2195.300049
2009-04-29,2234.0
2009-04-30,2210.0
2009-05-04,2301.25
2009-05-05,2279.75
2009-05-06,2263.0
2009-05-07,2350.449951
2009-05-08,2326.25
2009-05-11,2275.5
2009-05-12,2276.800049
2009-05-13,2298.300049
2009-05-14,2359.600098
2009-05-15,2357.050049
2009-05-18,2589.949951
2009-05-19,2488.149902
2009-05-20,2536.550049
2009-05-21,2701.300049
2009-05-22,2738.350098
2009-05-25,3280.75
2009-05-26,3105.800049
2009-05-27,3182.949951
2009-05-28,3139.550049
2009-05-29,3161.899902
2009-06-01,3370.199951
2009-06-02,3225.5
2009-06-03,3412.75
2009-06-04,3432.300049
2009-06-05,3381.199951
2009-06-08,3465.699951
